Action Type,Security ID,Announce/Declared Date,Effective Date,Amd Flag,Name,Spun-off Company name,Spun off Company ticker,Terms
Spin-off,GCPD L1 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GNEP L1 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEZ IX Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEZ L1 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GECL CI Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCP GZ Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEEUR EO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEN PO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GECL B3 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCP TH Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCP QT Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GECHF EZ Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEN L1 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GNEAA L3 Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GE AV Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,4GE TE Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GECL PO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEGBX EO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GECHF EO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GNEP PO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GERUB EU Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GNE FP Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEEUR EU Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GERUB EO Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GE PE Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEC LN Equity,11/9/2021,4/2/2024,Y,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,1GE IM Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD I2 Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEZ QX Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD QX Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEHUF EU Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD EB Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,1GEM L3 Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GEHUF EO Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD QE Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,1GEM L1 Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD IX Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,GCPD BQ Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,1GEM PO Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,1GEM B3 Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,0ADN LI Equity,11/9/2021,4/2/2024,N,General Electric Co,GE Renewable Energy & Power & Digital business,GEV US Equity,1 per 4
Spin-off,J US Equity,11/23/2023,9/30/2024,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,1 per 1
Spin-off,Z0Y TH Equity,11/23/2023,9/30/2024,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,1 per 1
Spin-off,J* MM Equity,11/23/2023,9/30/2024,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,1 per 1
Spin-off,Z0Y GR Equity,11/23/2023,9/30/2024,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,1 per 1
Spin-off,0JOI LN Equity,11/23/2023,9/30/2024,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,1 per 1
Spin-off,LEN US Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1EUR EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1GBX EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN* MM Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN TH Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1USD X9 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN GR Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1EUR X9 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,0JU0 LN Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN QT Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1EUR EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,0JU0L PO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,0JU0L B3 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1EUR EZ Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1USD EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1USD EZ Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN GZ Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN SW Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1USD EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1USD EP Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,0JU0L L3 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1GBX EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN1EUR EP Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,0JU0L L1 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/B US Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BEUR EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BGBP EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LENB* MM Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BUSD X9 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BGBP EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN0 QT Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BEUR X9 Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BEUR EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN0 GZ Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BUSD EO Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LEN/BUSD EU Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNN0 GR Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,1LEN IM Equity,1/10/2025,1/21/2025,Y,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNND L3 Equity,1/10/2025,1/21/2025,N,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNND B3 Equity,1/10/2025,1/21/2025,N,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNND L1 Equity,1/10/2025,1/21/2025,N,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,LNND PO Equity,1/10/2025,1/21/2025,N,Lennar Corp,Millrose Properties Inc,MRP US Equity,1 per 2
Spin-off,WDC US Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC TH Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC* MM Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC SW Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCEUR EO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC GZ Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC AV Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCCHF EU Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC GR Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCUSD EU Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCUSD EO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCGBP EO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCN L1 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCEUR EU Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCUSD X9 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDC QT Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCUSD EP Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCUSD EZ Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCRUB EU Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,0QZF LN Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCRUB EO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCEUR X9 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCCHF EO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCGBP EU Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,4WDC TE Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCEUR EZ Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCEUR EP Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCD PO Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCD L1 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCD B3 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,1WDC IM Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,WDCD L3 Equity,10/30/2023,2/24/2025,Y,Western Digital Corp,Sandisk Corp,SNDK US Equity,1 per 3
Spin-off,J US Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0YD PO Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0Y GR Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0Y TH Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0YD L3 Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,J* MM Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,0JOI LN Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0YD B3 Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,Z0YD L1 Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,J SW Equity,4/30/2025,5/16/2025,Y,Jacobs Solutions Inc,Amentum Holdings Inc,AMTM US Equity,.0608  : 1
Spin-off,FTV US Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1EUR EU Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1EUR EO Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV* MM Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,F03 GR Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,F03 TH Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1USD EU Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,0IRE LN Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1USD EP Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1GBX EU Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,F03 QT Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1USD EO Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1USD EZ Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1EUR X9 Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,F03 SW Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1EUR EZ Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,0IREL L3 Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,0IREL PO Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,F03 GZ Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,0IREL L1 Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1USD X9 Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,0IREL B3 Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1EUR EP Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,FTV1GBX EO Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,1FTV IM Equity,9/6/2024,6/30/2025,Y,Fortive Corp,Ralliant Corp,RAL US Equity,1 per 3
Spin-off,HON US Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONGBX EU Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON* MM Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON EO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON EU Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONEUR EO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONGBX EO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON CI Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALD TH Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONL L3 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONN TQ Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,4HON TE Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONN L1 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONRUB EU Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALD QT Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,1HON IM Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONCL CI Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON EP Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONN PO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALDD B3 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONGBP EO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON AV Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HON EZ Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONRUB EO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALDD L3 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONL L1 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALDD PO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALD GR Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONEUR EZ Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONEUR EU Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONEUR EP Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONL B3 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,ALDD L1 Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
Spin-off,HONL PO Equity,10/8/2024,10/30/2025,Y,Honeywell International Inc,Solstice Advanced Materials Inc,SOLS US Equity,1 per 4
