Action Type,Security ID,Announce/Declared Date,Effective Date,Amd Flag,Name,Spun-off Company name,Spun off Company ticker,Terms
Spin-off,MCK US Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,0JZUL S2 Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,0JZUL L3 Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1EUR EU Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1EUR EO Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK GZ Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,0JZUL B3 Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1USD EO Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,0JZU LN Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1USD EU Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK QT Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,0JZUL PO Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1USD EZ Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK SW Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1GBX EU Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK TE Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1GBX EO Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK* MM Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK GR Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1USD EP Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1EUR EP Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK1EUR EZ Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,MCK TH Equity,2/10/2020,3/10/2020,Y,McKesson Corp,PF2 SpinCo Inc,1784039D US Equity,11.4086: 1
Spin-off,ECL US Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,0IFAL S2 Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,0IFA LN Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECJ QT Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLEUR EO Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECJ TH Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,0IFAL PO Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECJ GR Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECJ SW Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLUSD EU Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECL* MM Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,0IFAL L3 Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLGBP EU Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLUSD EO Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLGBP EO Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,0IFAL B3 Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECLEUR EU Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,ECJ GZ Equity,2/4/2019,6/4/2020,Y,Ecolab Inc,ChampionX Holding Inc,1695496D US Equity,24.6667: 1
Spin-off,MMMZ S2 Equity,7/26/2022,12/31/2023,Y,3M Co,Solventum Corp,SOLV US Equity,1 : 0
Spin-off,MMMN S2 Equity,7/26/2022,12/31/2023,Y,3M Co,Solventum Corp,SOLV US Equity,1 : 0
Spin-off,MMMD S2 Equity,7/26/2022,12/31/2023,Y,3M Co,Solventum Corp,SOLV US Equity,1 : 0
Spin-off,CMI US Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1USD EU Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM GR Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM QT Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1EUR EU Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1EUR EO Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM TH Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1GBP EU Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI* MM Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1GBP EO Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1USD EO Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM TE Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,0I58 LN Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,0I58L L1 Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1USD EZ Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1EUR X9 Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM GZ Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1EUR EP Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,0I58L PO Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,0I58L B3 Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1EUR EZ Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1USD X9 Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI1USD EP Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,0I58L L3 Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI AV Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CUM SW Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,CMI-RM RM Equity,11/2/2023,3/8/2024,Y,Cummins Inc,Atmus Filtration Technologies Inc,ATMU US Equity,12.0298: 1
Spin-off,LEN-RM RM Equity,3/17/2021,12/31/2024,Y,Lennar Corp,Non-core businesses/Lennar,1956599D US Equity,1 : 0
Spin-off,0JU0L S2 Equity,3/17/2021,12/31/2024,Y,Lennar Corp,Non-core businesses/Lennar,1956599D US Equity,1 : 0
Spin-off,BAX-RM RM Equity,1/6/2023,12/31/2024,Y,Baxter International Inc,Renal Care and Acute Therapies Spinco,2219097D US Equity,1 : 0
Spin-off,FIS-RM RM Equity,2/13/2023,12/31/2024,Y,Fidelity National Information Services Inc,Worldpay Inc,WP US Equity,1 : 0
Spin-off,WDC-RM RM Equity,10/30/2023,12/31/2024,Y,Western Digital Corp,Flash Business,2318565D US Equity,1 : 0
Spin-off,TT US Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,IREUR EO Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,TT SW Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,IRUSD EU Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,2IS GR Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,IRUSD EO Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,2IS QT Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,2IS GZ Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,IREUR EU Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,0Y2S LI Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,0Y2SL S2 Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,0Y2SL PO Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,0Y2SL L3 Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,2IS TH Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,0Y2SL B3 Equity,4/30/2019,3/2/2020,Y,Trane Technologies PLC,Ingersoll-Rand US Holdco Inc,1714016D US Equity,.8824  : 1
Spin-off,HWM US Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNC SW Equity,12/17/2019,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCCHF EU Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCGBP EO Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCUSD EU Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCGBP EU Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,0TCUL PO Equity,12/17/2019,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCEUR EU Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCUSD EZ Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48Z QT Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCCHF EO Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNC TE Equity,12/17/2019,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48Z GZ Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCEUR EP Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48Z TH Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,0TCUL L3 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,HWM CI Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCEUR EO Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,HWM* MM Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,0TCUL B3 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCEUR EZ Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCUSD EP Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,0TCUL S2 Equity,12/17/2019,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,HWM AV Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48Z GR Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCUSD EO Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCUSD X9 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,ARNCEUR X9 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48ZD PO Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48ZD L3 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,0TCU LN Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48ZD L1 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,48ZD B3 Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,HWMCL CI Equity,10/30/2024,4/1/2020,Y,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,1HWM IM Equity,10/30/2024,4/1/2020,N,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,HWM SW Equity,10/30/2024,4/1/2020,N,Howmet Aerospace Inc,Arconic Corp,ARNC US Equity,1 per 4
Spin-off,RTX US Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTX SW Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,5UR TH Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXUSD EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXUSD EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXGBP EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,0R2NL B3 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,0R2NL S2 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXEUR EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTC1 QT Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,0R2NL PO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXGBP EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,5UR GR Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTX TE Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXEUR EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXCHF EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,5UR GZ Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTX AV Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,0R2N LI Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,0R2NL L3 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTXN TQ Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTX CI Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTXUSD SW Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTX* MM Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,UTXCHF EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Otis Worldwide Corp,OTIS US Equity,1 per 2
Spin-off,RTX US Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTX CI Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTXUSD SW Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXGBP EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTC1 QT Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,0R2NL PO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTX TE Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,0R2N LI Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTX AV Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,5UR GZ Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,0R2NL S2 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXCHF EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXEUR EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,5UR TH Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXUSD EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXUSD EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,0R2NL L3 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXEUR EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,5UR GR Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTX* MM Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTXN TQ Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,RTX SW Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,0R2NL B3 Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXCHF EU Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,UTXGBP EO Equity,11/26/2018,4/3/2020,Y,RTX Corp,Carrier Global Corp,CARR US Equity,1 per 1
Spin-off,OXY US Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OCPETA PO Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYEUR EU Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OCPETA B3 Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYEUR EZ Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXY SW Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,0KAK LN Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYUSD EU Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYEUR EO Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYGBX EO Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OPC QT Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OPC GZ Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYEUR EP Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYGBX EU Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OPC GR Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OCPETA L3 Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
Spin-off,OXYUSD EO Equity,6/29/2020,7/2/2020,Y,Occidental Petroleum Corp,Occidental Petroleum Corp,OXY/WS US Equity,1 per 8
