Bloomberg Corporate Action Calendar - CACT<GO>,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Action Type,Security ID,Announce/Declared Date,Effective Date,Amd Flag,Summary,Summary,Summary,Summary,Summary,Summary
Spin-off,FTV1EUR EU Equity,9/4/2019,10/9/2020,Y,Name: Fortive Corp, Spun-Off Company Name: Vontier Corp, Spun-Off Company Ticker: VNT US Equity, Terms:  2 per 5, Record Date: 2020/09/25, Pay Date: 2020/10/09
Spin-off,FTV1GBX EU Equity,9/4/2019,10/9/2020,Y,Name: Fortive Corp, Spun-Off Company Name: Vontier Corp, Spun-Off Company Ticker: VNT US Equity, Terms:  2 per 5, Record Date: 2020/09/25, Pay Date: 2020/10/09
Spin-off,F03 SW Equity,9/4/2019,10/9/2020,Y,Name: Fortive Corp, Spun-Off Company Name: Vontier Corp, Spun-Off Company Ticker: VNT US Equity, Terms:  2 per 5, Record Date: 2020/09/25, Pay Date: 2020/10/09
Spin-off,PFE US Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,USPFE KZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE EP Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,4PFE TE Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEZ PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFED L3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEEUR EP Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEGBX EZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES EB Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE-RM RM Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,0Q1NL L3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE QT Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFED B3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECHF EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEN TQ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFED S2 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECHF EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE SS Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEGBX EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEGBP EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFESEK EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFZL B3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES B3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE SW Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE* MM Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES I2 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEZ B3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE CI Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECAD EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECHF EZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES IX Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFESEK EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEEUR EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,0Q1N LN Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEEUR EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE TH Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE GZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEN PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE AV Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFZ PZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECO CB Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,0Q1NL PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEGBX EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFZL L3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,0Q1NL S2 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFED PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,0Q1NL B3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEGBX EP Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEZ L3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFESEK EZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE EZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECHF EP Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFZL PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE PE Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES L3 Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE GR Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFES PO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFEEUR EZ Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFESEK EP Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFE EO Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,PFECAD EU Equity,6/29/2020,11/17/2020,Y,Name: Pfizer Inc, Spun-Off Company Name: Viatris Inc, Spun-Off Company Ticker: VTRS US Equity, Terms: .1241  : 1, Record Date: 2020/11/13, Pay Date: 2020/11/16
Spin-off,MRK US Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKGBX EP Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MK GR Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKUSD SW Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MK QT Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKGBX EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKP L3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MKD PO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK AV Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MKD L3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MK TH Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,0QAH LN Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MKD B3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKRON EP Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCAD EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKJPY EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MKD S2 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKRON EZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKP PO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,4MRKX TE Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKEUR EZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKN L3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCHF EP Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCHF EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKGBX EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKN TQ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK CI Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK FP Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKN B3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKGBX EZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,6MK GZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKEUR EP Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKEUR EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK RO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKN PO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK* MM Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKJPY EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKP B3 Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK1 SW Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCAD EU Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCHF EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKEUR EO Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRK EZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
Spin-off,MRKCHF EZ Equity,2/5/2020,6/3/2021,Y,Name: Merck & Co Inc, Spun-Off Company Name: Organon & Co, Spun-Off Company Ticker: OGN US Equity, Terms:  1 per 10, Record Date: 2021/05/17, Pay Date: 2021/06/02
