Bloomberg Corporate Action Calendar - CACT<GO>,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Action Type,Security ID,Announce/Declared Date,Effective Date,Amd Flag,Summary,Summary,Summary,Summary,Summary,Summary
Spin-off,ZIM GR Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZBH SW Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHCHF EP Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHGBX EU Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHCHF EO Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHUSD EZ Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHCHF EU Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZIM TH Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHUSD EP Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHUSD EO Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHEUR EP Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHUSD X9 Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZIM TE Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHEUR EU Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,0QQD LN Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZBH* MM Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHCHF EZ Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZIM QT Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHEUR EO Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHGBX EO Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHEUR X9 Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZIM GZ Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZMHUSD EU Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,ZBHZ TQ Equity,2/5/2021,3/1/2022,Y,Name: Zimmer Biomet Holdings Inc, Spun-Off Company Name: Zimvie Inc, Spun-Off Company Ticker: ZIMV US Equity, Terms:  1 per 10, Record Date: 2022/02/15, Pay Date: 2022/03/01
Spin-off,BDX US Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19L B3 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BOX GR Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1CHF EZ Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1EUR X9 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1USD EU Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1EUR EZ Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1GBP EO Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX SW Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX* MM Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1USD EP Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BOX QT Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,4BDX TE Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1EUR EP Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX AV Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19L PO Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1GBP EU Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1EUR EO Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1USD EZ Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19L L3 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1CHF EP Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BOX GZ Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19L S2 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1USD X9 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19 LN Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1USD EO Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1CHF EO Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,0R19L L1 Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1EUR EU Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX1CHF EU Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BOX TH Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,BDX-RM RM Equity,5/6/2021,4/1/2022,Y,Name: Becton Dickinson and Co, Spun-Off Company Name: Embecta Corp, Spun-Off Company Ticker: EMBC US Equity, Terms:  1 per 5, Record Date: 2022/03/22, Pay Date: 2022/04/01
Spin-off,T US Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,T CI Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN L1 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBAD L1 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN TQ Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TCL CI Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD SW Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TRUB EO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN S2 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN L3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBA TH Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SBC SW Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1L L1 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TCHF EP Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TCHF EZ Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TEUR EP Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD X9 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TCHF EU Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1L S2 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,T-RM RM Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,ATT AV Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBA GZ Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBA QT Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TEUR EO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TCHF EO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1L PO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD EZ Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TGBP EU Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,T* MM Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBAD S2 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD EO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD EU Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,T PE Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1L L3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,4T TE Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1L B3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBA GR Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,T CB Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,0QZ1 LN Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBAD B3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TEUR EZ Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TRUB EU Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TEUR X9 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBAD L3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN B3 Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TN PO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TEUR EU Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TUSD EP Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,SOBAD PO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
Spin-off,TGBP EO Equity,5/17/2021,4/11/2022,Y,Name: AT&T Inc, Spun-Off Company Name: Warnermedia Holdings Inc, Spun-Off Company Ticker: 2020368D US Equity, Terms:  1 per 1, Record Date: 2022/04/05, Pay Date: 2022/04/08
